review_id,title,year,journal,n_studies,population,intervention,comparator,outcome,effect_size,ci_lower,ci_upper,quality_rating,database_source
SR08398,Save bar place bag rather quite.,2004,NEJM,29,ICU patients,mRNA vaccine,cephalosporin,infection rate,0.77,0.59,0.92,High,Cochrane
SR08399,Stock old drug lay.,2017,Science,25,Smokers,statins,standard care,weight loss,1.63,1.5,1.77,Critically Low,PubMed
SR08400,Support after process themselves best particular science.,2005,Nature,60,Diabetics,statins,placebo,infection rate,0.53,0.29,0.75,Low,Web of Science
SR08401,Recent perform too star good computer.,2018,Nature,38,ICU patients,ACE inhibitors,low dose,smoking cessation,0.72,0.6,1.02,Critically Low,PubMed
SR08402,Center realize truth song put.,2025,Lancet,28,Children,ACE inhibitors,cephalosporin,mortality,0.62,0.4,0.79,Critically Low,Ovid
SR08403,Have anyone behind firm join hear occur.,2009,NEJM,96,ICU patients,placebo,standard care,weight loss,0.85,0.65,1.14,Moderate,Ovid
SR08404,Forward cell per deal drug hit black.,2000,Lancet,57,Diabetics,statins,low dose,hospitalization,1.97,1.87,2.13,Critically Low,Scopus
SR08405,Family land everybody certain sometimes ten cut letter.,2015,NEJM,19,Diabetics,statins,cephalosporin,weight loss,1.62,1.43,1.68,Moderate,Cochrane
SR08406,Best soldier poor spend could.,2024,Nature,43,Smokers,placebo,placebo,weight loss,1.58,1.38,1.8,Moderate,Cochrane
SR08407,Market rest size new break billion me.,2021,PLOS ONE,81,Smokers,carbapenem,standard care,hospitalization,1.92,1.65,2.08,Critically Low,Web of Science
SR08408,Security husband respond radio always.,2024,BMJ,40,Elderly,behavioral therapy,low dose,symptom reduction,1.83,1.65,2.02,High,Cochrane
SR08409,It various reduce relationship.,2004,JAMA,93,Children,statins,cephalosporin,infection rate,0.9,0.73,1.05,Critically Low,Ovid
SR08410,Lot person section pull population beautiful interesting.,2003,BMJ,56,ICU patients,metformin,placebo,smoking cessation,1.48,1.38,1.66,Critically Low,Scopus
SR08411,Manager have type.,2016,JAMA,47,Children,placebo,standard care,hospitalization,0.63,0.43,0.74,Moderate,LOVE
SR08412,Treat what color staff suddenly make recently.,2025,PLOS ONE,55,Adults,behavioral therapy,cephalosporin,symptom reduction,0.86,0.59,0.99,Moderate,Embase
SR08413,Mission expert nor state.,2019,Science,28,Children,carbapenem,standard care,mortality,1.74,1.47,1.96,Moderate,Cochrane
SR08414,Imagine able model.,2006,JAMA,48,Diabetics,placebo,placebo,weight loss,1.34,1.1,1.42,Moderate,Cochrane
SR08415,Sit you boy exist investment nation kind.,2000,Science,18,Children,metformin,placebo,symptom reduction,1.88,1.77,2.16,Moderate,Ovid
SR08416,American lawyer much consumer.,2005,Lancet,98,Pregnant women,carbapenem,cephalosporin,infection rate,0.68,0.58,0.88,Low,Ovid
SR08417,Issue much everything after thank score.,2005,Science,16,Pregnant women,placebo,none,hospitalization,1.26,1.04,1.36,Critically Low,Embase
SR08418,Hundred clearly stay find.,2010,Lancet,21,Adults,carbapenem,no therapy,infection rate,1.25,0.99,1.51,Critically Low,Scopus
SR08419,Mission project ground take movement eye about.,2004,NEJM,94,Smokers,mRNA vaccine,standard care,mortality,1.04,0.87,1.31,Low,Web of Science
SR08420,Property almost friend produce behavior audience road.,2017,JAMA,34,Elderly,carbapenem,no therapy,hospitalization,0.7,0.47,0.76,Low,Web of Science
SR08421,In against somebody.,2007,Lancet,93,Elderly,placebo,placebo,smoking cessation,0.9,0.73,1.17,Low,PubMed
SR08422,Miss majority first.,2015,JAMA,86,Pregnant women,carbapenem,none,hospitalization,1.16,1.0,1.42,Low,LOVE
SR08423,Continue next sound huge somebody nearly.,2003,Lancet,24,Pregnant women,mRNA vaccine,none,mortality,1.79,1.53,2.02,Critically Low,Embase
SR08424,Ball leg reduce tough civil hold water.,2020,Lancet,72,Pregnant women,mRNA vaccine,standard care,hospitalization,0.8,0.55,0.94,Low,Scopus
SR08425,Cover miss election anything few weight I.,2004,JAMA,78,ICU patients,metformin,cephalosporin,infection rate,0.81,0.57,1.1,High,Scopus
SR08426,Stand sometimes two yet start our.,2012,Lancet,33,Diabetics,ACE inhibitors,low dose,mortality,0.86,0.59,0.98,High,Embase
SR08427,North southern police game mind drug.,2010,JAMA,63,Elderly,statins,cephalosporin,smoking cessation,1.29,1.17,1.45,Low,Ovid
SR08428,That Mr check of piece south above east.,2011,BMJ,78,Diabetics,mRNA vaccine,no therapy,mortality,1.75,1.46,2.05,Low,LOVE
SR08429,Mouth join spend institution college three.,2022,Lancet,58,Diabetics,carbapenem,cephalosporin,mortality,1.3,1.23,1.35,Low,PubMed
SR08430,To tell sport any fall.,2004,BMJ,35,Adults,metformin,standard care,mortality,1.29,1.13,1.38,Low,Web of Science
SR08431,Month fear feeling.,2024,Lancet,46,ICU patients,placebo,cephalosporin,weight loss,1.31,1.2,1.51,Moderate,Cochrane
SR08432,Small board us any thus machine scientist think.,2015,NEJM,65,ICU patients,placebo,no therapy,hospitalization,1.17,0.98,1.24,Moderate,Web of Science
SR08433,Player prove me social.,2019,Science,66,Elderly,metformin,standard care,mortality,1.07,0.93,1.16,Low,Web of Science
SR08434,Memory interview should nature why environmental.,2009,Science,96,Pregnant women,carbapenem,none,smoking cessation,1.86,1.69,2.14,High,Cochrane
SR08435,Size believe item at war player.,2014,BMJ,97,Elderly,ACE inhibitors,placebo,smoking cessation,0.59,0.38,0.81,Critically Low,PubMed
SR08436,West player article million financial catch.,2012,BMJ,55,ICU patients,statins,no therapy,hospitalization,1.3,1.21,1.56,Low,Ovid
SR08437,Require real provide property even born measure.,2013,Nature,73,Adults,behavioral therapy,low dose,hospitalization,0.82,0.69,1.08,Critically Low,LOVE
SR08438,Option accept up middle life do citizen very.,2023,PLOS ONE,35,Children,metformin,cephalosporin,infection rate,1.33,1.06,1.39,Moderate,Scopus
SR08439,Less today mission practice.,2005,JAMA,63,Elderly,ACE inhibitors,placebo,mortality,1.02,0.91,1.22,High,Scopus
SR08440,People second happy forward new series.,2000,JAMA,72,ICU patients,metformin,standard care,smoking cessation,0.52,0.4,0.67,Critically Low,LOVE
SR08441,Near family recently later able letter back already.,2004,NEJM,85,Pregnant women,metformin,placebo,hospitalization,1.3,1.04,1.55,Critically Low,Cochrane
SR08442,Or term point message ago leader have stuff.,2003,PLOS ONE,62,Adults,behavioral therapy,standard care,hospitalization,0.52,0.45,0.62,Critically Low,PubMed
SR08443,Source short box lead event thousand green.,2019,BMJ,60,Pregnant women,ACE inhibitors,low dose,mortality,1.42,1.16,1.5,High,Scopus
SR08444,Performance direction attack beautiful about would nature.,2013,Lancet,82,Adults,ACE inhibitors,low dose,hospitalization,1.86,1.74,2.15,Moderate,Scopus
SR08445,Either practice move watch other statement.,2006,JAMA,29,Diabetics,metformin,cephalosporin,hospitalization,1.2,0.97,1.26,Low,PubMed
SR08446,Morning establish alone.,2010,NEJM,87,Elderly,statins,low dose,symptom reduction,0.81,0.64,0.92,Low,PubMed
SR08447,Indicate accept behind find.,2020,NEJM,41,ICU patients,metformin,no therapy,mortality,1.8,1.72,1.86,High,PubMed
SR08448,East free summer.,2009,JAMA,50,ICU patients,statins,cephalosporin,weight loss,1.45,1.3,1.72,High,PubMed
SR08449,Authority red them mean.,2023,NEJM,74,Pregnant women,behavioral therapy,placebo,infection rate,0.52,0.27,0.65,High,Embase
SR08450,Understand defense today unit focus be save.,2004,Lancet,67,Adults,placebo,standard care,infection rate,1.22,1.06,1.42,Low,Scopus
SR08451,Get charge keep cell stuff buy production.,2004,PLOS ONE,82,Pregnant women,mRNA vaccine,low dose,symptom reduction,1.02,0.85,1.24,Critically Low,Ovid
SR08452,Like sit difference central.,2014,JAMA,95,Pregnant women,carbapenem,cephalosporin,mortality,1.68,1.48,1.75,Low,Ovid
SR08453,Form property true occur early Democrat.,2010,PLOS ONE,64,Diabetics,behavioral therapy,cephalosporin,mortality,1.81,1.66,1.91,Critically Low,Embase
SR08454,Present grow marriage nation.,2017,NEJM,32,Diabetics,placebo,none,smoking cessation,0.95,0.68,1.19,Critically Low,Cochrane
SR08455,Seven grow song account they four wide over.,2014,JAMA,50,Adults,behavioral therapy,low dose,hospitalization,1.61,1.43,1.77,Low,Ovid
SR08456,Game play senior system support fact.,2004,Nature,34,Children,placebo,placebo,infection rate,1.98,1.84,2.2,High,Cochrane
SR08457,Practice range turn.,2003,BMJ,30,Adults,statins,low dose,hospitalization,0.89,0.65,1.04,Critically Low,Scopus
SR08458,Interest value that better.,2007,JAMA,13,Children,mRNA vaccine,standard care,smoking cessation,1.52,1.4,1.74,High,Web of Science
SR08459,End high kitchen production.,2000,Nature,93,Pregnant women,statins,no therapy,infection rate,0.86,0.81,1.15,High,Cochrane
SR08460,Lay foreign would cold spring television meeting.,2015,Nature,90,Diabetics,ACE inhibitors,standard care,weight loss,1.93,1.69,2.17,Moderate,PubMed
SR08461,Affect protect and fall.,2023,Nature,86,Children,statins,none,infection rate,1.15,0.94,1.22,Moderate,Ovid
SR08462,Machine chair shoulder.,2024,PLOS ONE,72,Adults,mRNA vaccine,placebo,mortality,1.09,1.03,1.24,Moderate,Scopus
SR08463,Matter add within process region play.,2014,BMJ,14,Pregnant women,ACE inhibitors,placebo,mortality,1.66,1.52,1.92,Critically Low,Cochrane
SR08464,Return magazine card think trip.,2006,Science,44,Diabetics,ACE inhibitors,low dose,hospitalization,1.59,1.47,1.7,Low,LOVE
SR08465,Chair myself include design budget operation off.,2016,Science,100,Pregnant women,mRNA vaccine,placebo,hospitalization,0.87,0.77,1.07,Critically Low,Ovid
SR08466,Fund second light.,2006,JAMA,96,Smokers,statins,cephalosporin,weight loss,0.91,0.79,1.21,Critically Low,Cochrane
SR08467,Message eye later indicate direction available.,2024,NEJM,78,Adults,ACE inhibitors,none,smoking cessation,1.72,1.52,1.82,Critically Low,LOVE
SR08468,Over stuff resource imagine hair.,2001,BMJ,37,Smokers,statins,standard care,weight loss,0.58,0.49,0.88,Critically Low,PubMed
SR08469,Each sister try air expect.,2010,Nature,92,Pregnant women,placebo,low dose,smoking cessation,1.4,1.27,1.6,Low,PubMed
SR08470,Capital different along weight.,2005,BMJ,100,Pregnant women,behavioral therapy,low dose,mortality,1.74,1.44,2.01,Moderate,Ovid
SR08471,Produce similar us wife cultural.,2009,Science,87,ICU patients,behavioral therapy,low dose,mortality,1.01,0.89,1.24,Low,Embase
SR08472,Listen also born.,2001,NEJM,71,Elderly,ACE inhibitors,no therapy,infection rate,0.77,0.64,1.05,Low,Web of Science
SR08473,Board off area nothing history.,2014,PLOS ONE,64,Children,ACE inhibitors,cephalosporin,hospitalization,1.85,1.62,1.92,High,Scopus
SR08474,Avoid direction away.,2015,Nature,77,Pregnant women,carbapenem,none,hospitalization,1.78,1.64,1.92,Moderate,Ovid
SR08475,Research ok behind political process yard whole organization.,2013,Nature,13,Adults,placebo,standard care,symptom reduction,0.77,0.54,0.97,Low,Scopus
SR08476,She reason because guy many for.,2003,NEJM,99,Adults,placebo,cephalosporin,infection rate,1.62,1.36,1.89,Low,PubMed
SR08477,Building include ahead pass.,2006,Science,22,Smokers,ACE inhibitors,cephalosporin,infection rate,0.64,0.42,0.75,Low,Embase
SR08478,Nice form interest.,2002,BMJ,86,Pregnant women,mRNA vaccine,low dose,hospitalization,0.65,0.42,0.7,Low,Ovid
SR08479,Live computer third itself.,2023,Science,39,Smokers,behavioral therapy,standard care,mortality,1.76,1.62,2.02,Critically Low,PubMed
SR08480,Huge option dream.,2003,Nature,65,Children,statins,low dose,mortality,1.46,1.36,1.75,Critically Low,Web of Science
SR08481,Until when area close suddenly.,2002,Lancet,58,Diabetics,behavioral therapy,standard care,hospitalization,0.8,0.52,0.89,Critically Low,Embase
SR08482,Glass person factor radio heavy lose.,2017,BMJ,12,Diabetics,carbapenem,low dose,infection rate,1.35,1.14,1.51,Critically Low,Embase
SR08483,Upon ready involve allow notice if.,2010,Nature,36,ICU patients,statins,no therapy,infection rate,1.64,1.54,1.83,Moderate,Ovid
SR08484,Still baby some back himself when all.,2008,PLOS ONE,42,Smokers,behavioral therapy,none,infection rate,1.02,0.74,1.16,High,Ovid
SR08485,Director much across when true break single.,2000,Lancet,89,Diabetics,carbapenem,none,weight loss,1.09,0.81,1.37,Moderate,Cochrane
SR08486,Social factor finish than movie among.,2004,Lancet,37,Elderly,metformin,no therapy,weight loss,0.75,0.61,0.96,Moderate,Cochrane
SR08487,Open sing might contain attack phone.,2001,PLOS ONE,16,Children,metformin,no therapy,smoking cessation,1.25,1.19,1.32,Moderate,Embase
SR08488,Establish professional scene language.,2022,Nature,18,Children,behavioral therapy,no therapy,weight loss,0.58,0.37,0.81,Critically Low,LOVE
SR08489,Reality we middle sense Mr should.,2021,Nature,25,Adults,mRNA vaccine,standard care,hospitalization,1.8,1.6,1.88,Critically Low,Embase
SR08490,If go coach try discuss student science.,2022,JAMA,80,Elderly,ACE inhibitors,no therapy,hospitalization,1.45,1.34,1.62,High,Embase
SR08491,Budget character light source.,2012,JAMA,65,Smokers,carbapenem,none,weight loss,0.9,0.61,0.96,Critically Low,LOVE
SR08492,Life interview every himself area necessary baby.,2010,JAMA,14,ICU patients,ACE inhibitors,none,infection rate,1.28,1.11,1.37,Moderate,Scopus
SR08493,Thing stuff pretty dinner eight language technology.,2006,JAMA,22,Children,mRNA vaccine,low dose,smoking cessation,1.92,1.72,2.21,High,Embase
SR08494,West nothing our he.,2016,JAMA,90,Adults,ACE inhibitors,placebo,infection rate,1.68,1.59,1.8,Critically Low,Web of Science
SR08495,Energy arm author change nature.,2007,Nature,72,Elderly,metformin,none,weight loss,0.88,0.68,0.99,Critically Low,Web of Science
SR08496,Beautiful chair music others.,2019,JAMA,37,Children,mRNA vaccine,no therapy,mortality,0.84,0.72,0.91,Low,LOVE
SR08497,Owner imagine consumer degree let.,2025,NEJM,49,Children,ACE inhibitors,placebo,symptom reduction,1.75,1.48,1.85,Moderate,Cochrane
SR08498,Operation there institution as reflect building herself avoid.,2007,NEJM,76,ICU patients,mRNA vaccine,low dose,weight loss,0.83,0.69,1.01,High,Web of Science
SR08499,Help evening pressure be writer forward specific.,2008,JAMA,68,ICU patients,mRNA vaccine,cephalosporin,smoking cessation,1.47,1.37,1.68,Low,Cochrane
SR08500,Physical effort still training pressure early.,2022,Nature,26,Children,metformin,no therapy,hospitalization,0.91,0.83,1.11,Moderate,Ovid
SR08501,Size none agent sure seem town eat.,2002,JAMA,24,Adults,mRNA vaccine,low dose,smoking cessation,1.82,1.57,2.09,Moderate,LOVE
SR08502,Behind agency employee plant baby clearly.,2019,JAMA,83,Pregnant women,statins,cephalosporin,weight loss,1.7,1.51,1.82,Low,LOVE
SR08503,Avoid almost pretty.,2012,PLOS ONE,86,Smokers,carbapenem,cephalosporin,weight loss,1.53,1.34,1.63,Low,Cochrane
SR08504,Bad six debate official water within detail forward.,2017,BMJ,10,Smokers,carbapenem,standard care,hospitalization,1.55,1.37,1.62,Low,Cochrane
SR08505,Hair blue race.,2006,PLOS ONE,93,Elderly,metformin,cephalosporin,infection rate,0.91,0.73,1.1,Moderate,LOVE
SR08506,Mention upon white same better shake physical treat.,2024,Science,54,ICU patients,metformin,no therapy,smoking cessation,0.64,0.56,0.81,Critically Low,Web of Science
SR08507,What day new treatment figure.,2003,Lancet,74,Diabetics,behavioral therapy,standard care,infection rate,1.99,1.75,2.07,Moderate,LOVE
SR08508,Job customer machine.,2021,Lancet,73,Diabetics,carbapenem,none,hospitalization,0.81,0.73,0.87,Critically Low,Scopus
SR08509,Him ok your operation current.,2013,PLOS ONE,16,Diabetics,carbapenem,no therapy,weight loss,1.69,1.43,1.92,Moderate,Cochrane
SR08510,Charge police born weight year crime career.,2021,Lancet,21,Adults,behavioral therapy,none,mortality,1.47,1.25,1.71,Low,Scopus
SR08511,Information provide short out specific.,2003,Lancet,77,Smokers,mRNA vaccine,placebo,smoking cessation,1.04,0.93,1.13,Moderate,Scopus
SR08512,Drop around blood save officer will.,2015,PLOS ONE,14,Pregnant women,carbapenem,placebo,smoking cessation,0.63,0.45,0.77,Critically Low,PubMed
SR08513,Rather machine by serve.,2017,Science,20,Adults,ACE inhibitors,no therapy,weight loss,1.64,1.58,1.9,Low,Scopus
SR08514,Pick single defense someone ahead guy two.,2017,NEJM,87,Smokers,mRNA vaccine,none,infection rate,1.45,1.35,1.5,Moderate,Embase
SR08515,Manage might service parent.,2024,PLOS ONE,69,Diabetics,carbapenem,standard care,infection rate,1.47,1.26,1.74,Moderate,Ovid
SR08516,Someone thing mission quality.,2025,Lancet,100,Smokers,metformin,placebo,hospitalization,0.64,0.5,0.74,High,Embase
SR08517,Recent kid yard catch data.,2011,NEJM,43,Pregnant women,ACE inhibitors,low dose,smoking cessation,1.56,1.29,1.62,Low,LOVE
SR08518,Seek ball country.,2021,Nature,92,Elderly,statins,standard care,hospitalization,1.34,1.16,1.61,Low,Ovid
SR08519,Gun season because small family nation.,2001,PLOS ONE,31,Pregnant women,mRNA vaccine,placebo,mortality,1.24,1.16,1.34,High,Ovid
SR08520,Tell near success.,2023,NEJM,85,Pregnant women,carbapenem,none,infection rate,1.81,1.74,1.91,Moderate,Web of Science
SR08521,Again present religious high attorney only among poor.,2022,Science,65,Adults,carbapenem,placebo,mortality,1.15,0.89,1.37,Moderate,Scopus
SR08522,Several red behavior natural walk.,2015,Lancet,76,ICU patients,behavioral therapy,placebo,infection rate,1.32,1.24,1.4,Moderate,PubMed
SR08523,Among collection situation enjoy job role scientist anyone.,2024,Lancet,22,Children,metformin,standard care,smoking cessation,1.3,1.02,1.36,High,Web of Science
SR08524,High structure before stay political option happy finish.,2023,Lancet,13,ICU patients,statins,placebo,mortality,1.16,1.1,1.31,High,Embase
SR08525,Card industry medical.,2001,BMJ,99,Elderly,mRNA vaccine,no therapy,smoking cessation,0.66,0.52,0.87,Low,Scopus
SR08526,Whole across hand skin form.,2022,Science,17,ICU patients,ACE inhibitors,standard care,infection rate,1.44,1.28,1.72,High,Ovid
SR08527,Personal material arm resource with ahead.,2018,Science,11,Elderly,statins,none,symptom reduction,1.88,1.6,2.13,Moderate,Cochrane
